"","region","region_code","geography","year","P","G","E","F","g","e","f","ef","G_ppp","G_mer"
"4969","Non-OECD",NA,"region",2008,5.50811903,18.9023626587441,240.611676234177,16943.0267109726,3.43172733846024,12.7291852652542,70.4164776046973,896.344389156818,40.0778403718738,18.9023626587441
"4970","Non-OECD",NA,"region",2009,5.582140853,19.3912123625623,244.660165932543,17237.6333077482,3.47379488859385,12.6170639234964,70.4554141130639,888.940463620941,41.2109401663984,19.3912123625623
"4971","Non-OECD",NA,"region",2010,5.656428067,20.8075348220828,258.743146955567,18128.0473887196,3.6785643829673,12.4350697556428,70.0619421307134,871.225137611232,44.2292098914401,20.8075348220828
"4972","Non-OECD",NA,"region",2011,5.731278844,22.0393896327031,272.664380962295,19190.2675615709,3.84545757283749,12.3716847656118,70.3805443668294,870.725908538567,46.8664781512766,22.0393896327031
"4973","Non-OECD",NA,"region",2012,5.803252172,23.1637242134465,281.331467263095,19693.1948072771,3.99150743874421,12.1453469515832,69.9999719151943,850.173945511112,49.3063614024016,23.1637242134465
"4974","Non-OECD",NA,"region",2013,5.879090809,24.3248224258024,288.754216238171,20133.6101241757,4.13751432254879,11.8707635839461,69.7257701947079,827.698133689932,51.8407626706289,24.3248224258024
"4975","Non-OECD",NA,"region",2014,5.955342631,25.3845751090909,294.718079559831,20363.2678327741,4.26248776635518,11.6101245852362,69.0940571517944,802.190611631763,54.2786568644621,25.3845751090909
"4976","Non-OECD",NA,"region",2015,6.0318592,25.9088535217585,298.017317828245,20439.4405286332,4.29533459961375,11.5025281831929,68.5847409056039,788.897915203695,56.5454547552629,25.9088535217585
"4977","Non-OECD",NA,"region",2016,6.108927545,26.9976406449086,304.209550805214,20666.0029560457,4.41937483233132,11.2680050381582,67.93344555207,765.474406740169,59.169205717738,26.9976406449086
"4978","Non-OECD",NA,"region",2017,6.186138168,28.2522927624064,311.436451477369,20979.2432470072,4.56703228979776,11.0234045107935,67.3628380605012,742.567812935982,62.0550612877176,28.2522927624064
"4979","Non-OECD",NA,"region",2018,6.2619210245,28.9499230986725,323.054004876785,21635.5580568081,4.62316962884151,11.1590626260281,66.9719543178549,747.344232420437,63.797428387169,28.9499230986725
"4980","Non-OECD",NA,"region",2019,6.336821767,29.9129093763404,332.176880106357,22157.0454306855,4.72049088268769,11.1048001358602,66.7025514346187,740.718502233373,66.2798376751429,29.9129093763404
"4981","North America","NAC","region",1960,0.198580009,3.17305107432284,NA,NA,15.9787034470466,NA,NA,NA,NA,3.17305107432284
"4982","North America","NAC","region",1961,0.201962,3.24603124903226,NA,NA,16.0724851656859,NA,NA,NA,NA,3.24603124903226
"4983","North America","NAC","region",1962,0.205152,3.44403915522323,NA,NA,16.7877435034668,NA,NA,NA,NA,3.44403915522323
"4984","North America","NAC","region",1963,0.208206,3.59557687805305,NA,NA,17.269324025499,NA,NA,NA,NA,3.59557687805305
"4985","North America","NAC","region",1964,0.211214,3.80412033698013,NA,NA,18.0107395200135,NA,NA,NA,NA,3.80412033698013
"4986","North America","NAC","region",1965,0.213981,4.04758403854685,54.3650006340759,3740.41726336501,18.9156235298781,13.4314692706402,68.8019354316079,924.111081510215,NA,4.04758403854685
"4987","North America","NAC","region",1966,0.216608,4.31067700105241,57.4586954066819,3947.16530299697,19.9008208425008,13.3293901149759,68.6957000165018,915.671784741309,NA,4.31067700105241
"4988","North America","NAC","region",1967,0.219124,4.41844392607872,59.5153228307212,4058.16031306362,20.1641259108026,13.4697472292106,68.1868150930844,918.45916366877,NA,4.41844392607872
"4989","North America","NAC","region",1968,0.22145,4.63052923453048,63.157936435088,4302.51017376658,20.9100439581417,13.6394639222037,68.1230327749638,929.161647805218,NA,4.63052923453048
"4990","North America","NAC","region",1969,0.223705,4.77407564080093,66.5704708977392,4490.56703529132,21.3409429418249,13.9441592271401,67.4558400253681,940.614974114226,NA,4.77407564080093
"4991","North America","NAC","region",1970,0.226376,5.24580277316266,69.0390831604297,4643.11723512892,23.1729634464902,13.1608232611472,67.253460251485,885.110904070383,NA,5.24580277316266
"4992","North America","NAC","region",1971,0.229623032,5.42186329910894,70.5402807368682,4692.31158628847,23.6120185849168,13.0103392220275,66.5196046467675,865.4426213696,NA,5.42186329910894
"4993","North America","NAC","region",1972,0.232114463,5.70826354817204,74.3211570686928,4932.67691530679,24.5924509588704,13.019923912324,66.3697540492765,864.12914780124,NA,5.70826354817204
